
Training with optimizer: sgd
Epoch 0, Loss: 2.3025
Epoch 1, Loss: 2.3023
Epoch 2, Loss: 2.3022
Epoch 3, Loss: 2.3021
Epoch 4, Loss: 2.3019
Epoch 5, Loss: 2.3017
Epoch 6, Loss: 2.3014
Epoch 7, Loss: 2.3010
Epoch 8, Loss: 2.3004
Epoch 9, Loss: 2.2996
Epoch 10, Loss: 2.2984
Epoch 11, Loss: 2.2964
Epoch 12, Loss: 2.2931
Epoch 13, Loss: 2.2868
Epoch 14, Loss: 2.2733
Epoch 15, Loss: 2.2420
Epoch 16, Loss: 2.1754
Epoch 17, Loss: 2.0781
Epoch 18, Loss: 1.9394
Epoch 19, Loss: 1.7462
Epoch 20, Loss: 1.5831
Epoch 21, Loss: 1.4557
Epoch 22, Loss: 1.3632
Epoch 23, Loss: 1.2944
Epoch 24, Loss: 1.2409
Epoch 25, Loss: 1.1988
Epoch 26, Loss: 1.1649
Epoch 27, Loss: 1.1356
Epoch 28, Loss: 1.1094
Epoch 29, Loss: 1.0841
Epoch 30, Loss: 1.0603
Epoch 31, Loss: 1.0371
Epoch 32, Loss: 1.0118
Epoch 33, Loss: 0.9856
Epoch 34, Loss: 0.9623
Epoch 35, Loss: 0.9370
Epoch 36, Loss: 0.9168
Epoch 37, Loss: 0.8982
Epoch 38, Loss: 0.8823
Epoch 39, Loss: 0.8706
Epoch 40, Loss: 0.8587
Epoch 41, Loss: 0.8511
Epoch 42, Loss: 0.8413
Epoch 43, Loss: 0.8346
Epoch 44, Loss: 0.8271
Epoch 45, Loss: 0.8242
Epoch 46, Loss: 0.8153
Epoch 47, Loss: 0.8091
Epoch 48, Loss: 0.8045
Epoch 49, Loss: 0.7988
