
Training with optimizer: nesterov
Epoch 0, Loss: 2.3001
Epoch 1, Loss: 2.0639
Epoch 2, Loss: 1.1614
Epoch 3, Loss: 0.9190
Epoch 4, Loss: 0.8584
Epoch 5, Loss: 0.8231
Epoch 6, Loss: 0.7985
Epoch 7, Loss: 0.7157
Epoch 8, Loss: 0.6414
Epoch 9, Loss: 0.5971
Epoch 10, Loss: 0.5856
Epoch 11, Loss: 0.5547
Epoch 12, Loss: 0.5378
Epoch 13, Loss: 0.5217
Epoch 14, Loss: 0.5124
Epoch 15, Loss: 0.4973
Epoch 16, Loss: 0.4877
Epoch 17, Loss: 0.4857
Epoch 18, Loss: 0.4744
Epoch 19, Loss: 0.4596
Epoch 20, Loss: 0.4680
Epoch 21, Loss: 0.4408
Epoch 22, Loss: 0.4362
Epoch 23, Loss: 0.4295
Epoch 24, Loss: 0.4283
Epoch 25, Loss: 0.4244
Epoch 26, Loss: 0.4066
Epoch 27, Loss: 0.4026
Epoch 28, Loss: 0.3958
Epoch 29, Loss: 0.4073
Epoch 30, Loss: 0.3950
Epoch 31, Loss: 0.3885
Epoch 32, Loss: 0.3765
Epoch 33, Loss: 0.3891
Epoch 34, Loss: 0.3742
Epoch 35, Loss: 0.3602
Epoch 36, Loss: 0.3560
Epoch 37, Loss: 0.3510
Epoch 38, Loss: 0.3535
Epoch 39, Loss: 0.3453
Epoch 40, Loss: 0.3489
Epoch 41, Loss: 0.3455
Epoch 42, Loss: 0.3393
Epoch 43, Loss: 0.3317
Epoch 44, Loss: 0.3256
Epoch 45, Loss: 0.3344
Epoch 46, Loss: 0.3217
Epoch 47, Loss: 0.3182
Epoch 48, Loss: 0.3278
Epoch 49, Loss: 0.3180
