
Training with optimizer: momentum
Epoch 0, Loss: 2.2974
Epoch 1, Loss: 1.9331
Epoch 2, Loss: 1.0233
Epoch 3, Loss: 0.8891
Epoch 4, Loss: 0.8221
Epoch 5, Loss: 0.7885
Epoch 6, Loss: 0.6880
Epoch 7, Loss: 0.6286
Epoch 8, Loss: 0.5972
Epoch 9, Loss: 0.5693
Epoch 10, Loss: 0.5684
Epoch 11, Loss: 0.5331
Epoch 12, Loss: 0.5140
Epoch 13, Loss: 0.4995
Epoch 14, Loss: 0.4892
Epoch 15, Loss: 0.4838
Epoch 16, Loss: 0.4667
Epoch 17, Loss: 0.4774
Epoch 18, Loss: 0.4537
Epoch 19, Loss: 0.4426
Epoch 20, Loss: 0.4347
Epoch 21, Loss: 0.4338
Epoch 22, Loss: 0.4201
Epoch 23, Loss: 0.4098
Epoch 24, Loss: 0.4091
Epoch 25, Loss: 0.4001
Epoch 26, Loss: 0.3892
Epoch 27, Loss: 0.4027
Epoch 28, Loss: 0.3781
Epoch 29, Loss: 0.3745
Epoch 30, Loss: 0.3754
Epoch 31, Loss: 0.3650
Epoch 32, Loss: 0.3632
Epoch 33, Loss: 0.3708
Epoch 34, Loss: 0.3562
Epoch 35, Loss: 0.3465
Epoch 36, Loss: 0.3441
Epoch 37, Loss: 0.3367
Epoch 38, Loss: 0.3336
Epoch 39, Loss: 0.3367
Epoch 40, Loss: 0.3221
Epoch 41, Loss: 0.3243
Epoch 42, Loss: 0.3185
Epoch 43, Loss: 0.3125
Epoch 44, Loss: 0.3142
Epoch 45, Loss: 0.3119
Epoch 46, Loss: 0.3086
Epoch 47, Loss: 0.3034
Epoch 48, Loss: 0.3003
Epoch 49, Loss: 0.3045
