
Training with optimizer: rmsprop
Epoch 0, Loss: 0.4247
Epoch 1, Loss: 0.3711
Epoch 2, Loss: 0.3337
Epoch 3, Loss: 0.3381
Epoch 4, Loss: 0.2999
Epoch 5, Loss: 0.3061
Epoch 6, Loss: 0.3423
Epoch 7, Loss: 0.3096
Epoch 8, Loss: 0.2634
Epoch 9, Loss: 0.2594
Epoch 10, Loss: 0.2409
Epoch 11, Loss: 0.2343
Epoch 12, Loss: 0.2385
Epoch 13, Loss: 0.2291
Epoch 14, Loss: 0.2192
Epoch 15, Loss: 0.2164
Epoch 16, Loss: 0.2157
Epoch 17, Loss: 0.2122
Epoch 18, Loss: 0.2047
Epoch 19, Loss: 0.1968
Epoch 20, Loss: 0.1973
Epoch 21, Loss: 0.1912
Epoch 22, Loss: 0.1834
Epoch 23, Loss: 0.1937
Epoch 24, Loss: 0.2049
Epoch 25, Loss: 0.1985
Epoch 26, Loss: 0.1684
Epoch 27, Loss: 0.1704
Epoch 28, Loss: 0.1923
Epoch 29, Loss: 0.1644
Epoch 30, Loss: 0.2044
Epoch 31, Loss: 0.1951
Epoch 32, Loss: 0.1663
Epoch 33, Loss: 0.1488
Epoch 34, Loss: 0.1745
Epoch 35, Loss: 0.1502
Epoch 36, Loss: 0.1606
Epoch 37, Loss: 0.1552
Epoch 38, Loss: 0.1537
Epoch 39, Loss: 0.1489
Epoch 40, Loss: 0.1356
Epoch 41, Loss: 0.1429
Epoch 42, Loss: 0.1533
Epoch 43, Loss: 0.1241
Epoch 44, Loss: 0.1334
Epoch 45, Loss: 0.1331
Epoch 46, Loss: 0.1364
Epoch 47, Loss: 0.1254
Epoch 48, Loss: 0.1650
Epoch 49, Loss: 0.1244
