
Training with optimizer: nesterov
Epoch 0, Loss: 2.2987
Epoch 1, Loss: 1.9878
Epoch 2, Loss: 1.1258
Epoch 3, Loss: 0.8978
Epoch 4, Loss: 0.8462
Epoch 5, Loss: 0.7987
Epoch 6, Loss: 0.7287
Epoch 7, Loss: 0.6521
Epoch 8, Loss: 0.6307
Epoch 9, Loss: 0.5805
Epoch 10, Loss: 0.5592
Epoch 11, Loss: 0.5372
Epoch 12, Loss: 0.5280
Epoch 13, Loss: 0.5131
Epoch 14, Loss: 0.5043
Epoch 15, Loss: 0.4891
Epoch 16, Loss: 0.4822
Epoch 17, Loss: 0.4647
Epoch 18, Loss: 0.4659
Epoch 19, Loss: 0.4515
Epoch 20, Loss: 0.4396
Epoch 21, Loss: 0.4329
Epoch 22, Loss: 0.4235
Epoch 23, Loss: 0.4207
Epoch 24, Loss: 0.4010
Epoch 25, Loss: 0.3989
Epoch 26, Loss: 0.3911
Epoch 27, Loss: 0.4024
Epoch 28, Loss: 0.3836
Epoch 29, Loss: 0.3731
Epoch 30, Loss: 0.3676
Epoch 31, Loss: 0.3625
Epoch 32, Loss: 0.3568
Epoch 33, Loss: 0.3523
Epoch 34, Loss: 0.3481
Epoch 35, Loss: 0.3450
Epoch 36, Loss: 0.3413
Epoch 37, Loss: 0.3368
Epoch 38, Loss: 0.3379
Epoch 39, Loss: 0.3497
Epoch 40, Loss: 0.3307
Epoch 41, Loss: 0.3314
Epoch 42, Loss: 0.3287
Epoch 43, Loss: 0.3198
Epoch 44, Loss: 0.3124
Epoch 45, Loss: 0.3111
Epoch 46, Loss: 0.3092
Epoch 47, Loss: 0.3089
Epoch 48, Loss: 0.3053
Epoch 49, Loss: 0.2998
