
Training with optimizer: rmsprop
Epoch 0, Loss: 0.4705
Epoch 1, Loss: 0.3884
Epoch 2, Loss: 0.3702
Epoch 3, Loss: 0.3314
Epoch 4, Loss: 0.3181
Epoch 5, Loss: 0.3309
Epoch 6, Loss: 0.3033
Epoch 7, Loss: 0.3208
Epoch 8, Loss: 0.2840
Epoch 9, Loss: 0.3221
Epoch 10, Loss: 0.2638
Epoch 11, Loss: 0.2548
Epoch 12, Loss: 0.2475
Epoch 13, Loss: 0.2445
Epoch 14, Loss: 0.2469
Epoch 15, Loss: 0.2511
Epoch 16, Loss: 0.2663
Epoch 17, Loss: 0.2433
Epoch 18, Loss: 0.2270
Epoch 19, Loss: 0.2423
Epoch 20, Loss: 0.2308
Epoch 21, Loss: 0.2129
Epoch 22, Loss: 0.2150
Epoch 23, Loss: 0.2057
Epoch 24, Loss: 0.2061
Epoch 25, Loss: 0.2580
Epoch 26, Loss: 0.2142
Epoch 27, Loss: 0.2245
Epoch 28, Loss: 0.2047
Epoch 29, Loss: 0.2076
Epoch 30, Loss: 0.2106
Epoch 31, Loss: 0.1929
Epoch 32, Loss: 0.1952
Epoch 33, Loss: 0.1857
Epoch 34, Loss: 0.1881
Epoch 35, Loss: 0.2031
Epoch 36, Loss: 0.2073
Epoch 37, Loss: 0.1954
Epoch 38, Loss: 0.1806
Epoch 39, Loss: 0.2537
Epoch 40, Loss: 0.1926
Epoch 41, Loss: 0.2189
Epoch 42, Loss: 0.1782
Epoch 43, Loss: 0.1589
Epoch 44, Loss: 0.1809
Epoch 45, Loss: 0.1664
Epoch 46, Loss: 0.1620
Epoch 47, Loss: 0.1570
Epoch 48, Loss: 0.1924
Epoch 49, Loss: 0.1549
